terrain,policy_mode,gait_blend,mean_speed_mm_s,mean_lateral_drift_mm,mean_action_l2_per_m,mean_path_efficiency,mean_slip_proxy,mean_propulsion_efficiency_m_per_action_l2,success_rate,termination_rate,model_path,scan_status,scan_status_reasons
flat,random,0.0,1.8762989060886859,223.39484312178345,2618754882.8216157,0.011760330565470278,0.9882396694345296,1.5740521988901547e-05,0.2,0.0,D:\inovxio\thirdparty\simulation\worm_project\runs\worm_v6_ppo_flat_random\best_model.zip,done,
flat,random,0.25,9.385357999124954,518.4075134855215,862257656.4014448,0.04105774147946741,0.9589422585205327,5.196980556709998e-05,0.8,0.0,D:\inovxio\thirdparty\simulation\worm_project\runs\worm_v6_ppo_flat_random\best_model.zip,done,
flat,random,0.5,20.799049249436756,423.12518938986256,23320.02482036563,0.08046865998270951,0.9195313400172905,0.00010003376681270129,1.0,0.0,D:\inovxio\thirdparty\simulation\worm_project\runs\worm_v6_ppo_flat_random\best_model.zip,done,
flat,random,0.75,24.831921398640326,473.6050713514707,22572.737492690914,0.0877209865257125,0.9122790134742875,0.00012176370587317808,1.0,0.0,D:\inovxio\thirdparty\simulation\worm_project\runs\worm_v6_ppo_flat_random\best_model.zip,done,
flat,random,1.0,24.11555370806434,505.9318938213726,10009.120654344268,0.08959867915920713,0.910401320840793,0.00011971602850118126,1.0,0.0,D:\inovxio\thirdparty\simulation\worm_project\runs\worm_v6_ppo_flat_random\best_model.zip,done,
sand,random,0.0,,,,,,,,,D:\inovxio\thirdparty\simulation\worm_project\runs\worm_v6_ppo_sand_random\best_model.zip,stale,"control_timing,actuator_contract"
sand,random,0.25,,,,,,,,,D:\inovxio\thirdparty\simulation\worm_project\runs\worm_v6_ppo_sand_random\best_model.zip,stale,"control_timing,actuator_contract"
sand,random,0.5,,,,,,,,,D:\inovxio\thirdparty\simulation\worm_project\runs\worm_v6_ppo_sand_random\best_model.zip,stale,"control_timing,actuator_contract"
sand,random,0.75,,,,,,,,,D:\inovxio\thirdparty\simulation\worm_project\runs\worm_v6_ppo_sand_random\best_model.zip,stale,"control_timing,actuator_contract"
sand,random,1.0,,,,,,,,,D:\inovxio\thirdparty\simulation\worm_project\runs\worm_v6_ppo_sand_random\best_model.zip,stale,"control_timing,actuator_contract"
slope,random,0.0,,,,,,,,,D:\inovxio\thirdparty\simulation\worm_project\runs\worm_v6_ppo_slope_random\best_model.zip,stale,"control_timing,actuator_contract"
slope,random,0.25,,,,,,,,,D:\inovxio\thirdparty\simulation\worm_project\runs\worm_v6_ppo_slope_random\best_model.zip,stale,"control_timing,actuator_contract"
slope,random,0.5,,,,,,,,,D:\inovxio\thirdparty\simulation\worm_project\runs\worm_v6_ppo_slope_random\best_model.zip,stale,"control_timing,actuator_contract"
slope,random,0.75,,,,,,,,,D:\inovxio\thirdparty\simulation\worm_project\runs\worm_v6_ppo_slope_random\best_model.zip,stale,"control_timing,actuator_contract"
slope,random,1.0,,,,,,,,,D:\inovxio\thirdparty\simulation\worm_project\runs\worm_v6_ppo_slope_random\best_model.zip,stale,"control_timing,actuator_contract"
